scf	len	male_coverage	female_coverage	chr
LJIJ01007656.1	6781	51.79	24.05	A
LJIJ01007657.1	6779	1579.63	186.99	A
LJIJ01007658.1	6778	117.30	36.42	A
LJIJ01007659.1	6776	59.61	15.64	A
LJIJ01007660.1	6776	87.37	73.83	X
LJIJ01007661.1	6769	37.01	33.38	X
LJIJ01007662.1	6767	36.14	33.34	X
LJIJ01007663.1	6767	40.90	12.38	A
LJIJ01007664.1	6759	61.02	26.96	A
LJIJ01007665.1	6757	49.23	51.00	X
LJIJ01007666.1	6756	8.50	28.54	X
LJIJ01007667.1	6756	65.97	38.62	A
LJIJ01007668.1	6751	127.77	32.60	A
LJIJ01007669.1	6746	103.46	46.15	A
LJIJ01007670.1	6743	76.15	27.79	A
LJIJ01007671.1	6743	79.80	39.87	A
LJIJ01007672.1	6740	57.78	26.41	A
LJIJ01007673.1	6738	64.34	27.01	A
LJIJ01007674.1	6738	53.29	74.67	X
LJIJ01007675.1	6735	57.35	45.54	A
LJIJ01007676.1	6733	86.91	40.32	A
LJIJ01007677.1	6731	7.62	16.59	X
LJIJ01007678.1	6730	74.54	49.21	A
LJIJ01007679.1	6730	39.76	34.90	X
LJIJ01007680.1	6729	18.09	20.48	X
LJIJ01007681.1	6729	53.79	22.59	A
LJIJ01007682.1	6719	77.71	40.03	A
LJIJ01007683.1	6718	118.41	60.16	A
LJIJ01007684.1	6718	23.95	24.32	X
LJIJ01007685.1	6716	10.99	37.73	X
LJIJ01007686.1	6715	140.54	52.72	A
LJIJ01007687.1	6713	80.36	40.04	A
LJIJ01007688.1	6712	99.69	67.41	A
LJIJ01007689.1	6710	16.87	22.66	X
LJIJ01007690.1	6709	69.66	32.72	A
LJIJ01007691.1	6707	82.21	43.54	A
LJIJ01007692.1	6704	51.35	67.77	X
LJIJ01007693.1	6702	119.57	59.35	A
LJIJ01007694.1	6699	42.78	44.85	X
LJIJ01007695.1	6699	0.03	53.90	X
LJIJ01007696.1	6694	15.61	12.70	A
LJIJ01007697.1	6694	106.49	39.57	A
LJIJ01007698.1	6693	77.46	40.40	A
LJIJ01007699.1	6693	48.07	30.62	A
LJIJ01007700.1	6686	105.79	35.59	A
LJIJ01007701.1	6685	101.82	29.42	A
LJIJ01007702.1	6682	114.52	52.72	A
LJIJ01007703.1	6682	96.97	52.15	A
LJIJ01007704.1	6681	108.44	95.63	X
LJIJ01007705.1	6679	29.70	12.48	A
LJIJ01007706.1	6675	27.67	11.23	A
LJIJ01007707.1	6674	5.31	25.43	X
LJIJ01007708.1	6673	59.09	32.20	A
LJIJ01007709.1	6673	37.70	25.50	A
LJIJ01007710.1	6670	67.45	38.93	A
LJIJ01007711.1	6669	6.66	18.54	X
LJIJ01007712.1	6668	46.61	42.30	X
LJIJ01007713.1	6666	24.15	17.28	A
LJIJ01007714.1	6663	60.06	34.63	A
LJIJ01007715.1	6662	91.98	62.45	A
LJIJ01007716.1	6661	148.09	87.55	A
LJIJ01007717.1	6658	62.89	68.16	X
LJIJ01007718.1	6657	66.04	21.61	A
LJIJ01007719.1	6652	15.38	17.59	X
LJIJ01007720.1	6651	110.90	62.31	A
LJIJ01007721.1	6650	39.90	35.31	X
LJIJ01007722.1	6650	17.40	32.97	X
LJIJ01007723.1	6649	0.32	1.21	X
LJIJ01007724.1	6647	82.92	43.48	A
LJIJ01007725.1	6646	84.42	16.17	A
LJIJ01007726.1	6646	101.75	17.38	A
LJIJ01007727.1	6645	3.40	23.06	X
LJIJ01007728.1	6643	57.81	37.91	A
LJIJ01007729.1	6642	46.48	31.18	A
LJIJ01007730.1	6641	10.81	33.76	X
LJIJ01007731.1	6638	164.32	37.71	A
LJIJ01007732.1	6637	15.23	7.90	A
LJIJ01007733.1	6636	81.48	22.92	A
LJIJ01007734.1	6633	63.95	36.24	A
LJIJ01007735.1	6632	57.03	23.58	A
LJIJ01007736.1	6628	72.29	16.32	A
LJIJ01007737.1	6623	68.70	29.23	A
LJIJ01007738.1	6621	49.03	27.92	A
LJIJ01007739.1	6620	68.99	29.96	A
LJIJ01007740.1	6613	82.73	44.79	A
LJIJ01007741.1	6610	169.06	93.77	A
LJIJ01007742.1	6608	948.48	489.78	A
LJIJ01007743.1	6606	33.65	58.19	X
LJIJ01007744.1	6601	67.23	47.67	A
LJIJ01007745.1	6600	35.51	55.36	X
LJIJ01007746.1	6597	73.42	69.92	X
LJIJ01007747.1	6596	101.67	66.21	A
LJIJ01007748.1	6595	146.18	66.35	A
LJIJ01007749.1	6591	86.52	30.64	A
LJIJ01007750.1	6590	127.82	57.33	A
LJIJ01007751.1	6588	44.91	30.68	A
LJIJ01007752.1	6588	42.11	54.96	X
LJIJ01007753.1	6580	140.67	31.61	A
LJIJ01007754.1	6579	8.41	26.71	X
LJIJ01007755.1	6578	72.07	43.05	A
LJIJ01007756.1	6578	90.00	46.72	A
LJIJ01007757.1	6575	18.81	9.55	A
LJIJ01007758.1	6571	147.19	36.87	A
LJIJ01007759.1	6569	13.37	23.68	X
LJIJ01007760.1	6568	51.15	52.32	X
LJIJ01007761.1	6565	23.63	13.07	A
LJIJ01007762.1	6564	39.55	27.07	A
LJIJ01007763.1	6562	95.89	13.92	A
LJIJ01007764.1	6560	64.11	27.23	A
LJIJ01007765.1	6557	70.71	40.72	A
LJIJ01007766.1	6556	7.14	22.31	X
LJIJ01007767.1	6556	75.00	25.12	A
LJIJ01007768.1	6553	151.11	232.87	X
LJIJ01007769.1	6551	105.39	52.16	A
LJIJ01007770.1	6548	205.63	326.56	X
LJIJ01007771.1	6548	101.72	46.93	A
LJIJ01007772.1	6547	110.79	46.48	A
LJIJ01007773.1	6547	44.24	33.31	A
LJIJ01007774.1	6546	56.12	30.43	A
LJIJ01007775.1	6540	48.23	25.08	A
LJIJ01007776.1	6535	20.23	26.97	X
LJIJ01007777.1	6534	77.33	24.25	A
LJIJ01007778.1	6532	63.80	35.51	A
LJIJ01007779.1	6531	110.27	57.73	A
LJIJ01007780.1	6527	101.85	32.59	A
LJIJ01007781.1	6525	72.91	59.56	A
LJIJ01007782.1	6525	106.12	67.13	A
LJIJ01007783.1	6525	69.37	39.78	A
LJIJ01007784.1	6525	209.09	94.14	A
LJIJ01007785.1	6523	43.42	2.67	A
LJIJ01007786.1	6522	25.16	15.32	A
LJIJ01007787.1	6522	39.27	15.89	A
LJIJ01007788.1	6521	79.45	46.90	A
LJIJ01007789.1	6520	62.69	49.93	A
LJIJ01007790.1	6519	18.05	4.69	A
LJIJ01007791.1	6518	79.91	35.69	A
LJIJ01007792.1	6511	64.79	30.85	A
LJIJ01007793.1	6509	60.80	26.17	A
LJIJ01007794.1	6507	50.75	106.32	X
LJIJ01007795.1	6505	452.49	140.69	A
LJIJ01007796.1	6504	13.78	0.67	A
LJIJ01007797.1	6500	6.57	10.74	X
LJIJ01007798.1	6497	21.91	77.40	X
LJIJ01007799.1	6497	457.01	292.70	A
LJIJ01007800.1	6492	35.65	34.96	X
LJIJ01007801.1	6489	61.17	25.61	A
LJIJ01007802.1	6488	80.87	80.32	X
LJIJ01007803.1	6487	31.50	15.79	A
LJIJ01007804.1	6487	53.27	31.72	A
LJIJ01007805.1	6486	94.80	40.62	A
LJIJ01007806.1	6485	133.84	48.40	A
LJIJ01007807.1	6479	73.03	16.80	A
LJIJ01007808.1	6471	35.96	26.56	A
LJIJ01007809.1	6471	5.50	62.04	X
LJIJ01007810.1	6463	8.64	8.81	X
LJIJ01007811.1	6463	146.37	90.82	A
LJIJ01007812.1	6458	159.85	55.41	A
LJIJ01007813.1	6458	69.00	57.44	A
LJIJ01007814.1	6456	48.69	23.54	A
LJIJ01007815.1	6456	16.05	6.02	A
LJIJ01007816.1	6455	37.76	50.75	X
LJIJ01007817.1	6454	106.20	50.60	A
LJIJ01007818.1	6451	147.64	29.94	A
LJIJ01007819.1	6449	26.58	51.31	X
LJIJ01007820.1	6448	124.51	90.55	A
LJIJ01007821.1	6446	59.73	21.84	A
LJIJ01007822.1	6445	80.13	45.95	A
LJIJ01007823.1	6440	58.73	27.22	A
LJIJ01007824.1	6440	17.85	45.14	X
LJIJ01007825.1	6437	17.14	19.22	X
LJIJ01007826.1	6436	65.74	28.84	A
LJIJ01007827.1	6435	94.93	43.52	A
LJIJ01007828.1	6435	34.86	26.20	A
LJIJ01007829.1	6434	22.25	22.35	X
LJIJ01007830.1	6434	69.17	36.28	A
LJIJ01007831.1	6431	17.49	11.26	A
LJIJ01007832.1	6429	41.46	52.42	X
LJIJ01007833.1	6428	779.08	172.64	A
LJIJ01007834.1	6425	23.54	18.00	A
LJIJ01007835.1	6422	27.77	20.75	A
LJIJ01007836.1	6422	291.55	142.68	A
LJIJ01007837.1	6420	53.17	27.07	A
LJIJ01007838.1	6420	105.11	39.64	A
LJIJ01007839.1	6419	86.11	27.50	A
LJIJ01007840.1	6417	1.48	2.94	X
LJIJ01007841.1	6416	58.59	32.09	A
LJIJ01007842.1	6416	93.08	37.64	A
LJIJ01007843.1	6412	49.89	30.01	A
LJIJ01007844.1	6406	56.27	35.18	A
LJIJ01007845.1	6401	15.77	19.16	X
LJIJ01007846.1	6399	32.73	46.79	X
LJIJ01007847.1	6393	94.11	46.63	A
LJIJ01007848.1	6393	9.73	6.56	A
LJIJ01007849.1	6387	283.42	138.22	A
LJIJ01007850.1	6386	128.24	57.92	A
LJIJ01007851.1	6386	103.59	53.69	A
LJIJ01007852.1	6385	3.82	2.10	A
LJIJ01007853.1	6383	101.07	49.75	A
LJIJ01007854.1	6382	83.71	23.44	A
LJIJ01007855.1	6382	37.62	28.82	A
LJIJ01007856.1	6381	25.58	18.19	A
LJIJ01007857.1	6377	39.24	56.89	X
LJIJ01007858.1	6375	29.08	15.48	A
LJIJ01007859.1	6373	89.70	51.70	A
LJIJ01007860.1	6369	22.50	17.36	A
LJIJ01007861.1	6368	87.13	47.87	A
LJIJ01007862.1	6365	58.61	34.56	A
LJIJ01007863.1	6363	5.74	8.03	X
LJIJ01007864.1	6362	309.58	150.03	A
LJIJ01007865.1	6361	85.82	26.44	A
LJIJ01007866.1	6360	39.88	39.08	X
LJIJ01007867.1	6357	15.63	10.73	A
LJIJ01007868.1	6357	28.82	24.02	A
LJIJ01007869.1	6356	40.28	32.43	A
LJIJ01007870.1	6356	14.04	22.64	X
LJIJ01007871.1	6355	70.66	76.48	X
LJIJ01007872.1	6348	77.98	49.39	A
LJIJ01007873.1	6347	51.93	20.25	A
LJIJ01007874.1	6345	68.71	65.42	X
LJIJ01007875.1	6345	58.85	28.99	A
LJIJ01007876.1	6344	76.82	28.83	A
LJIJ01007877.1	6342	0.03	44.49	X
LJIJ01007878.1	6340	3.31	5.08	X
LJIJ01007879.1	6338	109.02	24.66	A
LJIJ01007880.1	6336	32.93	25.23	A
LJIJ01007881.1	6335	139.54	521.00	X
LJIJ01007882.1	6331	131.12	34.06	A
LJIJ01007883.1	6328	325.25	228.25	A
LJIJ01007884.1	6326	1.71	25.44	X
LJIJ01007885.1	6325	46.02	13.78	A
LJIJ01007886.1	6317	10.28	7.34	A
LJIJ01007887.1	6316	6.50	50.82	X
LJIJ01007888.1	6315	118.32	32.53	A
LJIJ01007889.1	6314	122.95	68.24	A
LJIJ01007890.1	6314	89.84	29.23	A
LJIJ01007891.1	6305	19.09	27.91	X
LJIJ01007892.1	6302	63.41	27.17	A
LJIJ01007893.1	6299	10.85	74.28	X
LJIJ01007894.1	6299	57.40	42.06	A
LJIJ01007895.1	6299	89.34	8.06	A
LJIJ01007896.1	6297	43.52	124.83	X
LJIJ01007897.1	6296	65.58	66.38	X
LJIJ01007898.1	6295	66.67	64.94	X
LJIJ01007899.1	6294	32.67	24.85	A
LJIJ01007900.1	6293	75.40	39.89	A
LJIJ01007901.1	6292	47.23	47.95	X
LJIJ01007902.1	6290	63.21	37.13	A
LJIJ01007903.1	6286	48.73	54.18	X
LJIJ01007904.1	6284	58.38	29.77	A
LJIJ01007905.1	6281	5.53	17.24	X
LJIJ01007906.1	6279	304.63	195.26	A
LJIJ01007907.1	6279	28.07	32.61	X
LJIJ01007908.1	6278	71.97	52.45	A
LJIJ01007909.1	6278	29.91	54.22	X
LJIJ01007910.1	6278	44.95	18.77	A
LJIJ01007911.1	6276	19.66	24.19	X
LJIJ01007912.1	6275	36.83	35.05	X
LJIJ01007913.1	6272	35.23	46.55	X
LJIJ01007914.1	6269	30.81	30.56	X
LJIJ01007915.1	6269	17.06	33.40	X
LJIJ01007916.1	6266	73.68	93.09	X
LJIJ01007917.1	6265	166.87	78.06	A
LJIJ01007918.1	6263	68.80	21.85	A
LJIJ01007919.1	6263	9.99	11.03	X
LJIJ01007920.1	6259	66.22	57.37	X
LJIJ01007921.1	6255	219.39	123.40	A
LJIJ01007922.1	6255	11.47	27.10	X
LJIJ01007923.1	6247	35.80	33.41	X
LJIJ01007924.1	6246	126.65	51.24	A
LJIJ01007925.1	6244	7.38	49.94	X
LJIJ01007926.1	6243	115.83	21.98	A
LJIJ01007927.1	6242	61.96	55.33	X
LJIJ01007928.1	6236	61.10	56.19	X
LJIJ01007929.1	6234	2.73	27.66	X
LJIJ01007930.1	6234	16.65	15.50	X
LJIJ01007931.1	6231	70.57	42.43	A
LJIJ01007932.1	6225	78.15	34.61	A
LJIJ01007933.1	6221	11.71	8.26	A
LJIJ01007934.1	6220	28.82	10.27	A
LJIJ01007935.1	6220	38.98	18.21	A
LJIJ01007936.1	6214	48.00	53.53	X
LJIJ01007937.1	6214	139.86	59.39	A
LJIJ01007938.1	6211	73.21	29.53	A
LJIJ01007939.1	6211	51.11	18.52	A
LJIJ01007940.1	6210	34.08	35.24	X
LJIJ01007941.1	6208	1011.68	267.77	A
LJIJ01007942.1	6206	76.02	37.56	A
LJIJ01007943.1	6205	128.75	32.83	A
LJIJ01007944.1	6201	48.21	23.74	A
LJIJ01007945.1	6199	9.58	32.05	X
LJIJ01007946.1	6197	66.75	28.12	A
LJIJ01007947.1	6196	90.22	40.96	A
LJIJ01007948.1	6195	27.61	14.05	A
LJIJ01007949.1	6193	44.89	48.90	X
LJIJ01007950.1	6188	122.83	62.55	A
LJIJ01007951.1	6186	27.86	26.42	X
LJIJ01007952.1	6179	59.53	32.55	A
LJIJ01007953.1	6175	18.25	5.72	A
LJIJ01007954.1	6174	24.86	15.81	A
LJIJ01007955.1	6174	77.62	61.77	A
LJIJ01007956.1	6172	19.02	11.41	A
LJIJ01007957.1	6172	136.71	39.27	A
LJIJ01007958.1	6172	150.45	62.93	A
LJIJ01007959.1	6167	75.51	43.12	A
LJIJ01007960.1	6166	32.59	36.34	X
LJIJ01007961.1	6165	120.50	36.24	A
LJIJ01007962.1	6164	65.50	43.07	A
LJIJ01007963.1	6164	47.58	7.96	A
LJIJ01007964.1	6161	7.38	5.36	A
LJIJ01007965.1	6155	147.57	260.54	X
LJIJ01007966.1	6146	49.30	40.75	A
LJIJ01007967.1	6144	108.17	62.03	A
LJIJ01007968.1	6144	86.34	38.19	A
LJIJ01007969.1	6142	127.53	36.09	A
LJIJ01007970.1	6141	128.13	74.99	A
LJIJ01007971.1	6141	67.60	33.02	A
LJIJ01007972.1	6132	35.41	71.80	X
LJIJ01007973.1	6129	6.66	7.23	X
LJIJ01007974.1	6122	39.47	29.56	A
LJIJ01007975.1	6121	117.83	45.03	A
LJIJ01007976.1	6121	24.77	38.61	X
LJIJ01007977.1	6118	50.23	30.95	A
LJIJ01007978.1	6116	95.85	30.05	A
LJIJ01007979.1	6116	191.79	306.89	X
LJIJ01007980.1	6114	1.17	58.62	X
LJIJ01007981.1	6110	108.68	58.79	A
LJIJ01007982.1	6097	164.74	221.23	X
LJIJ01007983.1	6092	31.05	13.54	A
LJIJ01007984.1	6091	62.83	43.64	A
LJIJ01007985.1	6091	5.02	4.44	X
LJIJ01007986.1	6087	152.03	66.99	A
LJIJ01007987.1	6086	92.12	37.15	A
LJIJ01007988.1	6085	52.89	65.95	X
LJIJ01007989.1	6085	5.07	14.97	X
LJIJ01007990.1	6081	51.77	34.27	A
LJIJ01007991.1	6079	67.76	29.95	A
LJIJ01007992.1	6077	79.07	47.91	A
LJIJ01007993.1	6076	0.62	20.81	X
LJIJ01007994.1	6074	91.97	25.81	A
LJIJ01007995.1	6072	0.68	36.36	X
LJIJ01007996.1	6064	157.65	35.05	A
LJIJ01007997.1	6060	30.77	29.71	X
LJIJ01007998.1	6056	23.36	42.15	X
LJIJ01007999.1	6055	37.88	12.72	A
LJIJ01008000.1	6054	4.08	76.94	X
LJIJ01008001.1	6052	219.16	120.93	A
LJIJ01008002.1	6051	27.72	18.02	A
LJIJ01008003.1	6048	11.87	15.28	X
LJIJ01008004.1	6043	33.19	21.51	A
LJIJ01008005.1	6035	159.65	71.25	A
LJIJ01008006.1	6032	9.41	39.03	X
LJIJ01008007.1	6032	32.26	56.64	X
LJIJ01008008.1	6031	14.08	48.15	X
LJIJ01008009.1	6030	62.22	2.62	A
LJIJ01008010.1	6028	21.74	13.39	A
LJIJ01008011.1	6026	93.44	56.40	A
LJIJ01008012.1	6025	39.49	31.88	A
LJIJ01008013.1	6025	40.90	39.95	X
LJIJ01008014.1	6024	13.24	18.76	X
LJIJ01008015.1	6018	6.64	12.93	X
LJIJ01008016.1	6016	252.24	25.84	A
LJIJ01008017.1	6013	66.18	42.97	A
LJIJ01008018.1	6013	34.22	25.98	A
LJIJ01008019.1	6007	423.56	78.57	A
LJIJ01008020.1	6007	104.72	35.14	A
LJIJ01008021.1	6003	51.90	36.92	A
LJIJ01008022.1	6001	59.54	43.65	A
LJIJ01008023.1	6001	83.02	40.33	A
LJIJ01008024.1	6001	57.01	30.22	A
LJIJ01008025.1	6001	105.53	41.37	A
LJIJ01008026.1	5999	35.34	21.01	A
LJIJ01008027.1	5999	180.93	101.19	A
LJIJ01008028.1	5997	29.55	21.65	A
LJIJ01008029.1	5996	87.67	365.22	X
LJIJ01008030.1	5996	50.18	8.71	A
LJIJ01008031.1	5994	77.30	56.75	A
LJIJ01008032.1	5993	88.35	83.57	X
LJIJ01008033.1	5992	29.46	22.92	A
LJIJ01008034.1	5991	58.46	18.58	A
LJIJ01008035.1	5990	54.57	24.50	A
LJIJ01008036.1	5990	46.72	27.37	A
LJIJ01008037.1	5989	48.23	41.10	X
LJIJ01008038.1	5988	249.36	148.22	A
LJIJ01008039.1	5987	64.69	32.36	A
LJIJ01008040.1	5984	27.69	29.92	X
LJIJ01008041.1	5984	84.08	42.73	A
LJIJ01008042.1	5982	191.61	109.88	A
LJIJ01008043.1	5982	85.49	67.51	A
LJIJ01008044.1	5980	43.99	22.34	A
LJIJ01008045.1	5978	23.71	17.25	A
LJIJ01008046.1	5974	105.03	34.75	A
LJIJ01008047.1	5973	91.43	43.74	A
LJIJ01008048.1	5973	60.31	64.14	X
LJIJ01008049.1	5972	132.98	45.04	A
LJIJ01008050.1	5970	108.84	49.09	A
LJIJ01008051.1	5970	40.97	26.94	A
LJIJ01008052.1	5966	22.04	11.35	A
LJIJ01008053.1	5966	107.49	27.96	A
LJIJ01008054.1	5964	92.82	53.50	A
LJIJ01008056.1	5963	45.13	27.58	A
LJIJ01008057.1	5963	18.77	11.69	A
LJIJ01008058.1	5961	88.19	30.71	A
LJIJ01008059.1	5961	55.04	45.80	A
LJIJ01008060.1	5958	770.47	463.29	A
LJIJ01008061.1	5954	34.82	16.98	A
LJIJ01008062.1	5952	18.72	33.68	X
LJIJ01008063.1	5951	89.08	40.92	A
LJIJ01008064.1	5948	24.88	27.17	X
LJIJ01008065.1	5948	700.56	202.73	A
LJIJ01008066.1	5947	81.65	30.47	A
LJIJ01008067.1	5943	90.70	59.43	A
LJIJ01008068.1	5942	51.06	16.45	A
LJIJ01008069.1	5940	97.59	69.29	A
LJIJ01008070.1	5937	130.50	19.72	A
LJIJ01008071.1	5933	36.49	23.57	A
LJIJ01008072.1	5924	72.93	46.76	A
LJIJ01008073.1	5920	106.21	30.47	A
LJIJ01008074.1	5919	72.29	34.58	A
LJIJ01008075.1	5917	134.19	87.88	A
LJIJ01008076.1	5914	122.39	56.63	A
LJIJ01008077.1	5912	47.85	66.07	X
LJIJ01008078.1	5910	33.56	21.45	A
LJIJ01008079.1	5904	23.00	15.26	A
LJIJ01008080.1	5901	171.74	100.01	A
LJIJ01008081.1	5899	76.97	29.81	A
LJIJ01008082.1	5899	104.65	34.77	A
LJIJ01008083.1	5894	78.98	48.38	A
LJIJ01008084.1	5893	1215.56	621.46	A
LJIJ01008085.1	5890	2.53	19.07	X
LJIJ01008086.1	5890	29.76	29.17	X
LJIJ01008087.1	5890	99.34	70.20	A
LJIJ01008088.1	5890	86.06	56.70	A
LJIJ01008089.1	5890	42.92	23.83	A
LJIJ01008090.1	5886	102.44	48.88	A
LJIJ01008091.1	5881	19.66	13.88	A
LJIJ01008092.1	5881	113.02	87.79	A
LJIJ01008093.1	5879	176.03	141.69	A
LJIJ01008094.1	5875	30.78	34.64	X
LJIJ01008095.1	5868	88.77	50.30	A
LJIJ01008096.1	5866	47.10	48.72	X
LJIJ01008097.1	5865	52.24	21.04	A
LJIJ01008098.1	5865	206.07	66.37	A
LJIJ01008099.1	5865	58.97	50.53	X
LJIJ01008100.1	5863	54.32	39.62	A
LJIJ01008101.1	5862	11.31	13.35	X
LJIJ01008102.1	5862	37.54	29.53	A
LJIJ01008103.1	5861	84.90	30.95	A
LJIJ01008104.1	5858	179.24	68.88	A
LJIJ01008105.1	5856	115.69	36.79	A
LJIJ01008106.1	5852	22.92	29.62	X
LJIJ01008107.1	5851	4.11	35.64	X
LJIJ01008108.1	5851	66.97	38.28	A
LJIJ01008109.1	5850	71.94	53.60	A
LJIJ01008110.1	5847	1.25	9.78	X
LJIJ01008111.1	5840	156.82	50.18	A
LJIJ01008112.1	5837	239.76	678.37	X
LJIJ01008113.1	5835	37.21	43.02	X
LJIJ01008114.1	5834	56.29	41.02	A
LJIJ01008115.1	5832	56.07	15.69	A
LJIJ01008116.1	5830	4.54	5.51	X
LJIJ01008117.1	5829	70.11	23.32	A
LJIJ01008118.1	5826	49.89	27.55	A
LJIJ01008119.1	5820	17.90	62.29	X
LJIJ01008120.1	5814	37.68	20.46	A
LJIJ01008121.1	5814	73.43	19.01	A
LJIJ01008122.1	5814	51.33	37.74	A
LJIJ01008123.1	5813	105.37	62.56	A
LJIJ01008124.1	5812	2.54	14.02	X
LJIJ01008125.1	5811	79.03	43.50	A
LJIJ01008126.1	5810	47.38	155.13	X
LJIJ01008127.1	5805	21.70	18.35	X
LJIJ01008128.1	5805	61.28	46.74	A
LJIJ01008129.1	5804	43.48	33.08	A
LJIJ01008130.1	5804	56.54	78.40	X
LJIJ01008131.1	5800	245.15	407.45	X
LJIJ01008132.1	5799	151.21	151.31	X
LJIJ01008133.1	5795	47.06	20.05	A
LJIJ01008134.1	5795	73.80	39.84	A
LJIJ01008135.1	5794	54.08	48.98	X
LJIJ01008136.1	5790	44.48	22.99	A
LJIJ01008137.1	5789	74.49	29.70	A
LJIJ01008138.1	5786	0.24	54.62	X
LJIJ01008139.1	5785	17.82	25.65	X
LJIJ01008140.1	5785	70.35	28.09	A
LJIJ01008141.1	5783	25.22	11.40	A
LJIJ01008142.1	5778	29.08	12.67	A
LJIJ01008143.1	5777	81.12	56.32	A
LJIJ01008144.1	5775	77.01	35.14	A
LJIJ01008145.1	5771	62.05	40.50	A
LJIJ01008146.1	5769	38.20	16.81	A
LJIJ01008147.1	5763	1.55	48.99	X
LJIJ01008148.1	5757	90.70	45.74	A
LJIJ01008149.1	5756	135.06	242.77	X
LJIJ01008150.1	5748	185.23	72.16	A
LJIJ01008151.1	5745	65.15	43.39	A
LJIJ01008152.1	5745	35.69	12.39	A
LJIJ01008153.1	5745	9.59	16.05	X
LJIJ01008154.1	5743	124.87	55.22	A
LJIJ01008155.1	5740	25.75	27.67	X
LJIJ01008156.1	5737	36.17	22.11	A
LJIJ01008157.1	5733	64.46	34.55	A
LJIJ01008158.1	5731	164.96	61.83	A
LJIJ01008159.1	5731	23.29	14.27	A
LJIJ01008160.1	5729	48.23	24.96	A
LJIJ01008161.1	5728	52.88	37.99	A
LJIJ01008162.1	5727	164.61	51.06	A
LJIJ01008163.1	5726	1205.56	293.10	A
LJIJ01008164.1	5723	41.05	48.15	X
LJIJ01008165.1	5722	121.11	46.85	A
LJIJ01008166.1	5721	16.56	29.42	X
LJIJ01008167.1	5720	101.79	26.39	A
LJIJ01008168.1	5712	1651.51	451.00	A
LJIJ01008169.1	5710	24.25	54.79	X
LJIJ01008170.1	5708	62.88	15.84	A
LJIJ01008171.1	5706	78.52	49.85	A
LJIJ01008172.1	5705	41.38	27.56	A
LJIJ01008173.1	5703	0.03	42.78	X
LJIJ01008174.1	5702	17.48	13.54	A
LJIJ01008175.1	5699	25.27	4.14	A
LJIJ01008176.1	5698	103.22	62.95	A
LJIJ01008177.1	5698	56.60	19.55	A
LJIJ01008178.1	5697	24.95	17.65	A
LJIJ01008179.1	5692	73.62	27.00	A
LJIJ01008180.1	5687	48.07	44.61	X
LJIJ01008181.1	5684	46.45	67.27	X
LJIJ01008182.1	5683	252.20	83.89	A
LJIJ01008183.1	5682	124.15	52.57	A
LJIJ01008184.1	5681	30.05	21.77	A
LJIJ01008185.1	5677	35.87	16.91	A
LJIJ01008186.1	5676	49.14	71.10	X
LJIJ01008187.1	5673	94.71	51.56	A
LJIJ01008188.1	5673	87.46	20.49	A
LJIJ01008189.1	5672	70.56	60.49	X
LJIJ01008190.1	5669	27.53	15.04	A
LJIJ01008191.1	5667	21.62	44.57	X
LJIJ01008192.1	5664	85.62	51.45	A
LJIJ01008193.1	5658	67.37	48.56	A
LJIJ01008194.1	5652	58.92	22.49	A
LJIJ01008195.1	5651	117.40	56.28	A
LJIJ01008196.1	5650	37.75	11.13	A
LJIJ01008197.1	5650	109.90	63.96	A
LJIJ01008198.1	5641	78.82	61.05	A
LJIJ01008199.1	5641	75.87	52.56	A
LJIJ01008200.1	5638	66.10	50.16	A
LJIJ01008201.1	5638	246.98	154.32	A
LJIJ01008202.1	5638	26.46	9.29	A
LJIJ01008203.1	5638	23.52	26.13	X
LJIJ01008204.1	5637	27.22	10.11	A
LJIJ01008205.1	5636	143.89	30.45	A
LJIJ01008206.1	5636	4.62	44.50	X
LJIJ01008207.1	5635	8.05	18.15	X
LJIJ01008208.1	5633	10.70	14.59	X
LJIJ01008209.1	5630	31.61	34.58	X
LJIJ01008210.1	5628	14.28	27.14	X
LJIJ01008211.1	5626	126.50	41.22	A
LJIJ01008212.1	5625	139.37	70.79	A
LJIJ01008213.1	5622	43.09	16.98	A
LJIJ01008214.1	5620	90.75	22.62	A
LJIJ01008215.1	5613	607.50	275.67	A
LJIJ01008216.1	5613	1.80	57.91	X
LJIJ01008217.1	5612	33.25	22.46	A
LJIJ01008218.1	5611	5.90	20.66	X
LJIJ01008219.1	5609	231.19	81.42	A
LJIJ01008220.1	5609	79.27	47.75	A
LJIJ01008221.1	5602	89.40	82.86	X
LJIJ01008222.1	5602	52.42	31.07	A
LJIJ01008223.1	5601	28.19	20.44	A
LJIJ01008224.1	5600	54.12	26.67	A
LJIJ01008225.1	5598	70.49	71.47	X
LJIJ01008226.1	5592	28.17	17.00	A
LJIJ01008227.1	5591	60.78	88.20	X
LJIJ01008228.1	5589	35.00	32.40	X
LJIJ01008229.1	5589	76.71	72.49	X
LJIJ01008230.1	5585	534.15	174.91	A
LJIJ01008231.1	5584	83.35	43.20	A
LJIJ01008232.1	5580	1.36	34.04	X
LJIJ01008233.1	5580	0.02	0.51	X
LJIJ01008234.1	5576	77.23	30.84	A
LJIJ01008235.1	5576	162.97	25.57	A
LJIJ01008236.1	5576	70.90	35.52	A
LJIJ01008237.1	5570	24.51	40.96	X
LJIJ01008238.1	5569	54.16	15.66	A
